CID,BDATE,GEN
NASAW00081459,1999-02-08,F
NASAW00081460,2051-07-07,f 
NASAW00081461,1964-12-12,FEMALE
NASAW00081462,1987-12-17,m
NASAW00081463,1983-02-04,F
NASAW00081464,1966-08-30,M
NASAW00081465,1981-02-09,m
AW00081466,1997-11-07,  
NASAW00081467,1990-01-28,FEMALE
NASAW00081468,1960-07-06,MALE
NASAW00081469,1978-03-14,  
NASAW00081470,1995-01-22,MALE
NASAW00081471,1998-01-10,MALE
NASAW00081472,1964-10-08,
NASAW00081473,1980-01-13,Male
NASAW00081474,1994-05-03,Male
NASAW00081475,1896-05-05,Female
NASAW00081476,1951-06-27,F
NASAW00081477,1956-05-06,
NASAW00081478,1977-09-22,f 
NASAW00081479,1968-10-31,MALE
NASAW00081480,1981-03-26,m
NASAW00081481,2002-09-02,f 
NASAW00081482,1958-05-02,Male
NASAW00081483,2033-10-19,Female
NASAW00081484,1995-06-29,F
NASAW00081485,1962-07-06,MALE
NASAW00081486,1970-01-16,
NASAW00081487,1993-08-26,FEMALE
NASAW00081488,1892-02-20,Male
NASAW00081489,1986-11-21,  
NASAW00081490,1985-12-18,  
NASAW00081491,1991-11-02,f 
NASAW00081492,1965-10-07,F
NASAW00081493,1966-10-30,  
NASAW00081494,1973-10-14,F
NASAW00081495,1989-04-08,F
NASAW00081496,1951-08-06,FEMALE
NASAW00081497,1973-04-20,Female
NASAW00081498,1950-06-06,Male
NASAW00081499,1999-02-19,M
NASAW00081500,1979-08-28,Male
NASAW00081501,1951-12-24,FEMALE
NASAW00081502,1985-05-23,Female
NASAW00081503,2046-06-03,Male
NASAW00081504,1976-08-03,Male
NASAW00081505,1964-12-21,F
NASAW00081506,1965-02-19,FEMALE
NASAW00081507,1998-09-30,  
NASAW00081508,1968-08-05,
NASAW00081509,1989-08-07,M
NASAW00081510,1964-03-05,f 
NASAW00081511,1971-05-18,  
NASAW00081512,1958-10-11,M
NASAW00081513,1973-01-13,FEMALE
NASAW00081514,1983-05-20,M
NASAW00081515,1981-04-29,
NASAW00081516,2000-01-25,Female
AW00081517,1977-04-24,m
NASAW00081518,1974-08-04,Male
NASAW00081519,1998-07-24,FEMALE
NASAW00081520,1995-09-23,MALE
AW00081521,1979-10-30,
NASAW00081522,1999-08-29,F
NASAW00081523,1996-09-29,MALE
NASAW00081524,1978-09-09,F
NASAW00081525,1990-10-26,
NASAW00081526,1981-10-04,
NASAW00081527,1976-11-30,F
NASAW00081528,1995-06-19,F
NASAW00081529,1959-07-12,m
AW00081530,1980-11-11,FEMALE
NASAW00081531,1958-10-28,F
NASAW00081532,1986-12-30,Female
NASAW00081533,1986-04-29,Male
NASAW00081534,1990-05-17,  
NASAW00081535,1997-01-23,FEMALE
NASAW00081536,1952-09-06,  
NASAW00081537,1986-05-04,F
NASAW00081538,1855-04-12,Female
NASAW00081539,1989-11-10,M
AW00081540,1963-08-17,F
NASAW00081541,1995-03-12,M
NASAW00081542,1953-04-22,m
NASAW00081543,1983-12-03,M
NASAW00081544,1979-07-30,Female
NASAW00081545,1975-04-15,  
NASAW00081546,1994-10-21,  
NASAW00081547,2002-08-25,FEMALE
NASAW00081548,1966-09-18,Female
NASAW00081549,1951-07-27,Male
NASAW00081550,1987-02-18,MALE
NASAW00081551,1971-09-08,Female
NASAW00081552,1981-02-19,
AW00081553,1961-03-25,m
NASAW00081554,1962-04-03,  
NASAW00081555,1955-04-19,m
NASAW00081556,1984-11-14,
NASAW00081557,2001-04-15,m
NASAW00081558,1988-09-14,FEMALE
NASAW00081559,1966-11-10,Female
NASAW00081560,1962-11-08,Female
AW00081561,1987-01-19,f 
NASAW00081562,1967-06-22,F
NASAW00081563,1987-07-05,M
NASAW00081564,1987-07-28,m
NASAW00081565,2000-06-19,M
NASAW00081566,1959-01-23,M
NASAW00081567,1973-03-14,m
AW00081568,1983-06-20,f 
NASAW00081569,1977-10-19,
NASAW00081570,1969-11-09,
NASAW00081571,1974-10-21,m
NASAW00081572,1999-10-29,MALE
NASAW00081573,1967-08-04,
NASAW00081574,1950-03-13,  
NASAW00081575,1958-07-21,
NASAW00081576,1979-08-30,m
NASAW00081577,1950-12-26,Female
NASAW00081578,1968-04-23,FEMALE
AW00081579,2002-05-18,F
NASAW00081580,1973-12-30,Male
NASAW00081581,1960-04-13,F
NASAW00081582,1965-11-19,M
NASAW00081583,1962-04-04,F
NASAW00081584,1956-12-20,f 
NASAW00081585,1982-09-08,m
NASAW00081586,1981-09-15,MALE
NASAW00081587,1967-10-18,F
NASAW00081588,2002-02-28,f 
AW00081589,1988-10-25,F
NASAW00081590,1982-06-21,m
NASAW00081591,1976-10-14,F
NASAW00081592,1953-10-11,MALE
NASAW00081593,1985-03-29,Female
NASAW00081594,1986-09-03,m
NASAW00081595,1971-01-10,Female
NASAW00081596,1959-06-12,  
NASAW00081597,1971-05-22,m
NASAW00081598,1981-02-17,Male
NASAW00081599,1977-12-07,F
NASAW00081600,1953-05-25,F
NASAW00081601,1983-02-18,
NASAW00081602,1976-08-24,m
NASAW00081603,1991-08-04,MALE
NASAW00081604,2001-02-07,  
NASAW00081605,1954-10-31,Female
NASAW00081606,1973-05-15,f 
NASAW00081607,1993-12-25,f 
NASAW00081608,1982-05-17,  
NASAW00081609,1996-05-21,
NASAW00081610,1954-09-13,FEMALE
AW00081611,1976-07-07,  
NASAW00081612,1956-07-30,MALE
NASAW00081613,1965-01-12,Female
NASAW00081614,1996-07-26,FEMALE
NASAW00081615,1999-01-06,Female
NASAW00081616,1973-10-24,FEMALE
NASAW00081617,1958-03-28,m
NASAW00081618,1950-03-19,  
NASAW00081619,1995-03-09,m
NASAW00081620,1962-03-29,F
NASAW00081621,1964-10-24,MALE
NASAW00081622,2002-09-30,
NASAW00081623,1960-09-23,  
AW00081624,1965-12-10,Male
NASAW00081625,1986-07-19,f 
NASAW00081626,1988-01-10,M
NASAW00081627,1953-08-19,Female
NASAW00081628,2038-01-01,MALE
NASAW00081629,1960-06-15,  
NASAW00081630,1980-10-26,FEMALE
AW00081631,1961-12-21,F
NASAW00081632,1955-05-26,M
NASAW00081633,1975-03-29,M
NASAW00081634,2000-09-30,f 
NASAW00081635,1983-06-23,
NASAW00081636,1983-12-26,M
NASAW00081637,1994-06-28,Male
NASAW00081638,1968-03-13,  
NASAW00081639,1957-11-30,
NASAW00081640,2001-01-31,F
NASAW00081641,2002-05-03,Male
NASAW00081642,2044-04-18,F
NASAW00081643,1953-04-22,Female
NASAW00081644,1984-06-04,Male
NASAW00081645,1965-09-14,f 
NASAW00081646,1963-11-21,Male
NASAW00081647,1992-01-08,Female
AW00081648,1956-07-08,M
NASAW00081649,1981-03-01,FEMALE
NASAW00081650,1989-03-08,Male
NASAW00081651,1950-01-17,F
NASAW00081652,1982-08-03,Male
NASAW00081653,1997-12-23,  
AW00081654,1994-06-02,MALE
NASAW00081655,1989-06-25,Female
NASAW00081656,1960-05-03,FEMALE
NASAW00081657,1972-02-13,Male
NASAW00081658,1995-02-15,Male
NASAW00081659,1993-02-18,F
NASAW00081660,1954-04-09,Female
NASAW00081661,1975-06-20,M
NASAW00081662,1977-11-07,F
NASAW00081663,1971-02-01,MALE
NASAW00081664,2000-03-08,FEMALE
NASAW00081665,1970-04-27,f 
NASAW00081666,1992-04-15,f 
NASAW00081667,1979-09-13,
AW00081668,1997-02-21,  
NASAW00081669,1982-10-27,MALE
NASAW00081670,1970-02-15,Female
NASAW00081671,1991-07-24,FEMALE
NASAW00081672,1993-11-08,
AW00081673,1967-06-28,MALE
NASAW00081674,1977-05-07,F
NASAW00081675,2003-06-16,f 
NASAW00081676,1964-02-26,M
NASAW00081677,2003-05-14,F
NASAW00081678,1996-03-06,m
NASAW00081679,1968-09-10,  
NASAW00081680,1957-11-13,m
NASAW00081681,1973-07-26,  
NASAW00081682,1966-10-16,Male
NASAW00081683,1975-01-07,F
AW00081684,1998-02-25,Male
NASAW00081685,1975-12-13,M
NASAW00081686,1966-04-22,Female
NASAW00081687,1981-10-23,f 
NASAW00081688,1955-09-18,MALE
NASAW00081689,1969-11-21,F
NASAW00081690,1980-07-12,  
NASAW00081691,1978-04-06,MALE
NASAW00081692,1998-04-23,m
NASAW00081693,1992-06-30,FEMALE
NASAW00081694,1955-02-25,f 
NASAW00081695,1985-03-05,Male
NASAW00081696,1966-02-07,MALE
NASAW00081697,1975-12-31,Male
NASAW00081698,2003-04-25,f 
NASAW00081699,1973-06-25,M
NASAW00081700,1992-10-27,M
NASAW00081701,1987-02-02,F
NASAW00081702,1985-05-13,F
NASAW00081703,1976-09-06,m
NASAW00081704,1960-08-30,M
AW00081705,1958-09-20,Male
AW00081706,1970-09-18,f 
NASAW00081707,1985-06-24,Female
NASAW00081708,1954-12-01,m
NASAW00081709,1985-03-26,m
NASAW00081710,1958-07-01,FEMALE
NASAW00081711,1997-03-08,M
NASAW00081712,1979-01-21,M
NASAW00081713,1993-12-27,m
NASAW00081714,1955-04-17,  
NASAW00081715,1950-06-30,Female
NASAW00081716,1976-06-09,f 
NASAW00081717,1995-12-12,MALE
NASAW00081718,1985-06-22,Female
NASAW00081719,1960-05-13,M
NASAW00081720,2000-07-09,Male
NASAW00081721,1976-06-21,F
NASAW00081722,1986-11-14,F
NASAW00081723,1999-11-09,M
NASAW00081724,1992-06-08,MALE
NASAW00081725,1983-11-06,m
NASAW00081726,1968-08-19,Female
NASAW00081727,1999-10-28,Female
NASAW00081728,1968-01-05,Male
NASAW00081729,1995-02-15,M
NASAW00081730,1954-05-24,m
NASAW00081731,1960-04-24,
NASAW00081732,1998-03-16,m
NASAW00081733,2032-03-06,m
NASAW00081734,1975-08-19,Female
NASAW00081735,1966-06-23,F
NASAW00081736,1969-12-01,M
NASAW00081737,1982-02-17,m
NASAW00081738,1979-05-22,Male
NASAW00081739,1983-11-18,m
NASAW00081740,1959-05-30,F
NASAW00081741,2038-03-02,m
NASAW00081742,1958-10-12,f 
NASAW00081743,1955-05-05,Male
NASAW00081744,1952-06-17,
NASAW00081745,1967-09-18,F
NASAW00081746,1961-02-01,F
NASAW00081747,1986-05-17,F
NASAW00081748,1966-04-06,m
AW00081749,2004-07-07,m
NASAW00081750,1979-08-25,Female
NASAW00081751,1994-06-01,
NASAW00081752,1958-04-12,f 
NASAW00081753,1987-05-08,M
NASAW00081754,1952-12-05,m
NASAW00081755,1965-09-08,Female
NASAW00081756,1967-05-10,M
NASAW00081757,1995-04-28,Male
NASAW00081758,1964-03-10,Male
NASAW00081759,2002-03-24,m
NASAW00081760,1991-11-25,m
NASAW00081761,1992-03-02,FEMALE
NASAW00081762,2003-12-12,FEMALE
NASAW00081763,1997-03-07,Male
NASAW00081764,1970-10-19,Female
NASAW00081765,2001-03-31,  
NASAW00081766,1994-01-19,MALE
NASAW00081767,1968-03-30,m
NASAW00081768,1950-06-20,m
NASAW00081769,1997-11-21,f 
NASAW00081770,1966-11-06,Male
NASAW00081771,2002-06-29,FEMALE
NASAW00081772,1951-02-21,Female
NASAW00081773,1973-01-03,Female
NASAW00081774,1993-01-09,  
NASAW00081775,1950-04-11,
NASAW00081776,1998-06-18,m
NASAW00081777,1984-11-06,
NASAW00081778,1972-09-24,MALE
NASAW00081779,1976-05-04,f 
NASAW00081780,1991-11-19,Female
NASAW00081781,1983-02-22,MALE
NASAW00081782,1968-03-22,FEMALE
NASAW00081783,1976-08-20,FEMALE
NASAW00081784,1976-11-24,M
NASAW00081785,1992-09-07,Female
NASAW00081786,1989-05-11,MALE
NASAW00081787,1992-07-16,
NASAW00081788,1976-06-23,m
NASAW00081789,1983-06-01,f 
NASAW00081790,2001-10-14,Female
NASAW00081791,1969-08-26,M
AW00081792,1982-03-26,M
NASAW00081793,1994-10-31,M
NASAW00081794,1986-11-26,Male
NASAW00081795,1967-09-26,FEMALE
NASAW00081796,1975-05-19,FEMALE
NASAW00081797,1975-04-30,Female
NASAW00081798,1975-09-20,m
NASAW00081799,1954-11-07,f 
NASAW00081800,1993-01-21,  
NASAW00081801,1980-12-06,FEMALE
NASAW00081802,1998-12-11,
NASAW00081803,1999-06-22,
NASAW00081804,1998-07-02,  
NASAW00081805,1978-12-20,F
NASAW00081806,2001-10-26,m
NASAW00081807,1988-08-16,M
AW00081808,1992-05-21,  
NASAW00081809,1958-08-23,  
NASAW00081810,1958-08-18,
NASAW00081811,2002-04-19,  
NASAW00081812,1961-03-03,M
NASAW00081813,1964-12-01,Male
NASAW00081814,1989-01-25,MALE
NASAW00081815,1967-06-26,MALE
NASAW00081816,1968-04-06,  
NASAW00081817,1963-07-17,Female
NASAW00081818,1951-02-25,Male
NASAW00081819,1975-12-15,
NASAW00081820,1980-07-08,Male
NASAW00081821,1972-05-04,Male
NASAW00081822,1957-11-21,FEMALE
NASAW00081823,1979-04-24,m
NASAW00081824,2004-04-14,MALE
NASAW00081825,1993-01-19,
NASAW00081826,1968-03-01,M
NASAW00081827,1994-09-07,MALE
NASAW00081828,1985-08-07,  
NASAW00081829,1952-09-18,F
NASAW00081830,1954-02-01,  
NASAW00081831,1960-05-03,  
NASAW00081832,1985-08-27,MALE
NASAW00081833,1960-04-07,MALE
NASAW00081834,1966-07-25,Female
NASAW00081835,1992-05-29,
NASAW00081836,1963-04-16,Female
NASAW00081837,1983-12-01,f 
NASAW00081838,2000-05-26,M
NASAW00081839,1963-06-04,MALE
NASAW00081840,1981-04-20,
NASAW00081841,1966-07-21,F
NASAW00081842,1999-05-13,MALE
NASAW00081843,1991-06-08,FEMALE
NASAW00081844,1953-10-06,
NASAW00081845,1970-02-24,M
NASAW00081846,1972-11-11,
NASAW00081847,1978-04-30,M
NASAW00081848,1993-04-12,M
NASAW00081849,1967-09-01,f 
NASAW00081850,1978-05-20,  
NASAW00081851,1994-04-15,  
NASAW00081852,1988-10-22,Male
NASAW00081853,1994-10-16,
NASAW00081854,1978-07-16,FEMALE
NASAW00081855,1984-05-04,M
NASAW00081856,1977-06-15,Female
NASAW00081857,1995-10-05,M
NASAW00081858,1986-11-19,Female
NASAW00081859,1999-07-17,F
AW00081860,1968-10-03,  
NASAW00081861,1954-10-18,M
NASAW00081862,1956-11-27,F
NASAW00081863,1991-06-04,m
NASAW00081864,1994-12-27,F
NASAW00081865,1978-10-10,
NASAW00081866,1972-12-10,MALE
NASAW00081867,1969-06-11,F
NASAW00081868,1994-06-24,FEMALE
NASAW00081869,1958-07-05,MALE
NASAW00081870,1995-02-14,f 
NASAW00081871,1967-11-26,Female
NASAW00081872,1972-06-30,  
NASAW00081873,1992-05-19,FEMALE
NASAW00081874,1960-01-31,F
NASAW00081875,1988-06-23,Male
NASAW00081876,1975-11-01,m
NASAW00081877,1963-11-23,F
NASAW00081878,1951-01-16,f 
NASAW00081879,1954-07-13,Female
NASAW00081880,1995-05-17,FEMALE
NASAW00081881,1966-01-20,F
NASAW00081882,1953-09-24,m
NASAW00081883,1976-04-09,M
NASAW00081884,1973-01-04,  
NASAW00081885,1983-07-13,F
NASAW00081886,1996-03-18,  
NASAW00081887,1967-07-30,Male
NASAW00081888,1951-06-07,  
NASAW00081889,1986-09-24,MALE
NASAW00081890,1972-09-09,  
NASAW00081891,1950-07-28,MALE
NASAW00081892,2004-06-28,M
NASAW00081893,1996-11-19,  
NASAW00081894,1966-10-03,f 
NASAW00081895,1989-07-05,MALE
NASAW00081896,1972-03-10,M
NASAW00081897,1973-11-20,m
NASAW00081898,1957-06-24,FEMALE
NASAW00081899,1986-07-10,Male
NASAW00081900,1994-08-07,MALE
NASAW00081901,1999-10-28,m
NASAW00081902,1958-01-26,MALE
NASAW00081903,1953-09-01,MALE
NASAW00081904,2000-12-17,
NASAW00081905,2001-05-02,f 
NASAW00081906,2004-08-19,Male
NASAW00081907,1985-06-26,M
NASAW00081908,1972-04-26,
NASAW00081909,1959-09-28,m
NASAW00081910,1974-01-19,f 
NASAW00081911,1969-04-21,Female
NASAW00081912,1979-06-17,m
NASAW00081913,1967-02-21,Male
NASAW00081914,1988-10-23,  
NASAW00081915,2037-11-16,M
NASAW00081916,1965-06-18,f 
NASAW00081917,1951-08-08,
NASAW00081918,1974-03-21,  
NASAW00081919,2003-08-15,Female
NASAW00081920,1961-03-04,M
NASAW00081921,1991-07-17,  
NASAW00081922,1994-03-01,
NASAW00081923,1965-06-18,MALE
NASAW00081924,1964-04-15,f 
AW00081925,2000-01-09,  
NASAW00081926,1987-01-28,m
NASAW00081927,1962-09-06,F
NASAW00081928,1999-07-31,  
AW00081929,1978-01-22,F
NASAW00081930,1956-05-10,FEMALE
NASAW00081931,1975-12-09,MALE
NASAW00081932,1971-08-30,m
NASAW00081933,1994-03-29,F
NASAW00081934,1986-10-16,Male
NASAW00081935,2055-02-24,M
NASAW00081936,1977-04-30,
NASAW00081937,1958-01-16,
NASAW00081938,2000-01-30,F
NASAW00081939,1982-11-24,F
NASAW00081940,1964-05-03,F
AW00081941,2003-07-14,MALE
NASAW00081942,1999-12-23,M
NASAW00081943,1967-02-13,M
NASAW00081944,1962-07-12,F
NASAW00081945,1960-12-29,Male
NASAW00081946,1980-06-01,M
NASAW00081947,1991-10-27,Female
NASAW00081948,1992-06-17,FEMALE
NASAW00081949,1974-06-10,Female
NASAW00081950,1954-06-24,f 
NASAW00081951,1981-01-06,MALE
NASAW00081952,1977-01-26,F
NASAW00081953,1955-04-18,  
AW00081954,1993-07-29,F
NASAW00081955,1983-10-24,F
NASAW00081956,1996-11-08,Female
NASAW00081957,1987-01-01,M
NASAW00081958,1962-05-03,
NASAW00081959,1985-11-17,  
NASAW00081960,2001-05-07,  
NASAW00081961,1999-05-16,  
NASAW00081962,1990-06-28,Male
NASAW00081963,1986-08-05,f 
NASAW00081964,1983-07-25,MALE
NASAW00081965,1984-11-16,  
NASAW00081966,1959-11-10,m
NASAW00081967,1958-09-08,m
NASAW00081968,1987-10-15,FEMALE
NASAW00081969,1988-04-20,m
NASAW00081970,1981-10-15,  
NASAW00081971,1967-08-04,Male
NASAW00081972,1993-07-28,FEMALE
NASAW00081973,2001-07-24,Female
NASAW00081974,1982-10-07,
NASAW00081975,1971-12-19,F
NASAW00081976,1965-11-06,  
NASAW00081977,1956-04-22,
NASAW00081978,1997-08-13,  
NASAW00081979,1992-07-13,FEMALE
NASAW00081980,1981-04-17,Male
NASAW00081981,1971-11-28,  
NASAW00081982,1988-07-20,MALE
NASAW00081983,1961-07-07,F
NASAW00081984,1954-05-18,MALE
NASAW00081985,1951-07-09,F
NASAW00081986,1985-10-08,f 
NASAW00081987,1988-11-03,  
NASAW00081988,1982-08-11,Male
NASAW00081989,1999-05-26,m
NASAW00081990,1996-08-22,FEMALE
NASAW00081991,1957-08-28,MALE
NASAW00081992,1964-06-27,F
NASAW00081993,1982-03-08,  
NASAW00081994,1973-08-13,Male
NASAW00081995,1965-06-05,m
NASAW00081996,1957-01-13,F
NASAW00081997,1994-02-06,F
NASAW00081998,2000-02-18,MALE
NASAW00081999,1981-12-13,Male
NASAW00082000,1972-04-02,f 
NASAW00082001,1993-01-06,FEMALE
NASAW00082002,2002-03-08,Female
NASAW00082003,1972-12-27,
NASAW00082004,1954-07-03,M
NASAW00082005,1980-04-28,F
AW00082006,1953-12-17,m
NASAW00082007,1957-09-06,F
NASAW00082008,1992-06-26,f 
NASAW00082009,1999-10-14,M
AW00082010,1989-05-04,Female
NASAW00082011,1968-07-23,FEMALE
NASAW00082012,1974-01-27,MALE
NASAW00082013,1963-07-21,f 
NASAW00082014,1996-01-14,F
NASAW00082015,1961-11-18,F
NASAW00082016,1995-03-24,F
NASAW00082017,1954-01-23,f 
NASAW00082018,1983-07-21,
NASAW00082019,1972-11-28,  
NASAW00082020,1990-06-04,F
NASAW00082021,1951-02-16,F
NASAW00082022,2003-09-19,F
NASAW00082023,1963-06-15,M
NASAW00082024,1997-06-23,f 
AW00082025,1984-05-01,Female
NASAW00082026,1955-02-27,m
NASAW00082027,1965-07-17,m
NASAW00082028,1974-07-12,Female
NASAW00082029,1984-03-31,FEMALE
NASAW00082030,1975-03-17,FEMALE
NASAW00082031,1979-04-03,F
NASAW00082032,1959-03-17,  
NASAW00082033,1993-11-26,
NASAW00082034,1983-08-24,m
NASAW00082035,1995-08-17,MALE
NASAW00082036,1981-12-25,Male
NASAW00082037,2004-08-23,Female
NASAW00082038,2000-10-07,MALE
NASAW00082039,1959-11-20,Female
NASAW00082040,1987-03-26,M
NASAW00082041,2000-09-17,Male
NASAW00082042,2001-03-02,
NASAW00082043,1983-05-11,  
NASAW00082044,1954-02-17,MALE
NASAW00082045,1959-09-22,MALE
NASAW00082046,2000-02-05,  
NASAW00082047,1980-05-11,
NASAW00082048,1990-09-08,MALE
NASAW00082049,1951-10-09,  
NASAW00082050,1998-07-25,
NASAW00082051,1969-12-25,
NASAW00082052,2001-12-04,FEMALE
NASAW00082053,2051-02-03,FEMALE
NASAW00082054,1996-06-25,f 
AW00082055,1989-03-31,Male
NASAW00082056,1999-06-02,f 
NASAW00082057,1965-05-24,  
NASAW00082058,2033-08-26,FEMALE
NASAW00082059,1995-03-08,MALE
NASAW00082060,2000-01-08,  
NASAW00082061,1973-08-10,F
NASAW00082062,1981-08-20,Female
NASAW00082063,1999-03-19,Female
NASAW00082064,1960-08-26,FEMALE
NASAW00082065,1966-09-20,M
NASAW00082066,1980-08-24,
NASAW00082067,1976-05-05,m
NASAW00082068,2002-05-21,M
NASAW00082069,1951-09-29,m
NASAW00082070,1996-06-06,f 
NASAW00082071,1956-05-10,FEMALE
NASAW00082072,1971-07-10,FEMALE
NASAW00082073,1961-05-06,MALE
NASAW00082074,1983-02-01,Male
NASAW00082075,1966-02-23,Female
NASAW00082076,1952-05-11,Female
NASAW00082077,1965-09-24,F
NASAW00082078,1979-03-08,FEMALE
NASAW00082079,1969-08-12,
NASAW00082080,1977-11-13,m
NASAW00082081,2003-04-26,F
NASAW00082082,2032-01-14,m
NASAW00082083,1980-08-24,  
NASAW00082084,1969-07-07,
NASAW00082085,1978-11-02,M
NASAW00082086,1985-03-18,MALE
AW00082087,1987-04-28,  
NASAW00082088,1990-10-20,MALE
AW00082089,1973-05-17,M
NASAW00082090,1883-01-14,MALE
NASAW00082091,1962-06-20,f 
NASAW00082092,1978-03-20,Female
NASAW00082093,1953-08-01,Female
NASAW00082094,1964-11-29,F
NASAW00082095,1996-12-02,F
NASAW00082096,1960-06-20,FEMALE
NASAW00082097,1967-07-08,f 
NASAW00082098,1987-11-06,Male
NASAW00082099,1955-05-06,Female
NASAW00082100,1976-10-06,
NASAW00082101,1951-12-02,Female
NASAW00082102,1990-02-20,F
NASAW00082103,1993-06-01,F
NASAW00082104,1971-04-14,M
NASAW00082105,1979-05-30,Male
NASAW00082106,1994-01-28,
NASAW00082107,1986-02-15,m
NASAW00082108,1983-03-06,
NASAW00082109,2003-06-08,M
NASAW00082110,1969-05-18,Male
NASAW00082111,1983-08-29,MALE
NASAW00082112,1989-01-05,M
NASAW00082113,1976-04-18,FEMALE
NASAW00082114,1965-07-23,Male
NASAW00082115,1959-09-14,MALE
NASAW00082116,1988-02-07,  
NASAW00082117,1971-04-18,F
NASAW00082118,1954-04-30,F
NASAW00082119,1950-07-21,Female
NASAW00082120,2043-10-24,M
NASAW00082121,1964-08-18,MALE
NASAW00082122,1986-11-11,M
NASAW00082123,2043-09-16,Male
NASAW00082124,1996-07-25,  
NASAW00082125,1970-05-30,M
NASAW00082126,1970-03-29,
NASAW00082127,1984-07-22,M
NASAW00082128,1993-04-25,Male
NASAW00082129,1956-06-11,  
NASAW00082130,1987-09-30,  
NASAW00082131,1999-03-25,  
NASAW00082132,1961-06-16,MALE
NASAW00082133,1950-06-12,  
NASAW00082134,1987-01-14,m
NASAW00082135,1954-06-09,M
NASAW00082136,1966-03-25,Female
NASAW00082137,1952-03-08,  
NASAW00082138,1955-08-04,FEMALE
NASAW00082139,1979-11-28,
NASAW00082140,2001-12-13,M
NASAW00082141,2004-08-01,Female
NASAW00082142,1979-05-13,Female
NASAW00082143,1959-10-10,
NASAW00082144,1980-08-08,  
NASAW00082145,1957-12-30,M
NASAW00082146,1965-10-29,F
NASAW00082147,1974-05-26,Male
NASAW00082148,1983-02-25,
NASAW00082149,2002-01-22,f 
AW00082150,1984-02-23,F
NASAW00082151,1975-05-13,MALE
NASAW00082152,1960-09-15,M
NASAW00082153,1964-03-15,Female
NASAW00082154,1984-03-02,Male
NASAW00082155,1979-01-30,Female
NASAW00082156,1992-11-23,Male
NASAW00082157,1987-08-24,F
NASAW00082158,2003-06-06,
NASAW00082159,1970-04-04,m
NASAW00082160,1968-10-13,M
NASAW00082161,2002-04-11,F
NASAW00082162,1985-07-24,Male
NASAW00082163,1988-06-24,
NASAW00082164,1982-01-31,
NASAW00082165,1956-07-12,m
NASAW00082166,1973-08-31,Female
NASAW00082167,1999-07-20,F
NASAW00082168,1977-03-22,Female
NASAW00082169,1950-09-15,Female
NASAW00082170,1998-09-11,
NASAW00082171,1956-05-27,Male
NASAW00082172,1994-09-09,Male
NASAW00082173,1996-07-29,m
NASAW00082174,1983-02-16,Male
NASAW00082175,1986-05-26,m
NASAW00082176,1967-09-12,FEMALE
NASAW00082177,1967-10-14,f 
NASAW00082178,1998-12-30,F
NASAW00082179,1953-01-27,f 
NASAW00082180,1977-09-16,FEMALE
NASAW00082181,2001-01-21,Male
NASAW00082182,2002-08-26,Male
NASAW00082183,1998-11-29,Male
NASAW00082184,2003-06-18,f 
AW00082185,1964-10-20,MALE
NASAW00082186,1979-01-12,Female
NASAW00082187,1960-06-22,Female
NASAW00082188,1979-10-03,
NASAW00082189,1996-09-13,f 
NASAW00082190,1995-11-23,Male
NASAW00082191,2003-03-25,
NASAW00082192,1962-09-07,m
NASAW00082193,1996-10-23,f 
NASAW00082194,1971-08-20,FEMALE
AW00082195,1966-10-10,f 
NASAW00082196,1985-11-11,  
NASAW00082197,1993-08-02,f 
NASAW00082198,1994-02-21,  
NASAW00082199,1962-12-01,M
NASAW00082200,1996-10-06,f 
NASAW00082201,1997-01-17,MALE
NASAW00082202,1978-01-14,
NASAW00082203,1958-09-08,m
NASAW00082204,2001-07-15,Male
NASAW00082205,1976-08-24,Male
NASAW00082206,1984-07-07,
NASAW00082207,2004-05-05,FEMALE
NASAW00082208,1993-05-10,FEMALE
NASAW00082209,1957-04-24,FEMALE
NASAW00082210,1955-08-17,MALE
NASAW00082211,1956-11-10,F
NASAW00082212,1974-09-13,M
NASAW00082213,2004-02-22,
NASAW00082214,2003-09-17,MALE
NASAW00082215,1970-03-06,MALE
NASAW00082216,1971-07-01,f 
NASAW00082217,2004-05-13,Male
NASAW00082218,1974-07-19,
NASAW00082219,1999-10-30,M
NASAW00082220,1974-05-10,Male
NASAW00082221,1993-06-11,Male
AW00082222,1999-03-15,F
AW00082223,1968-02-10,Female
NASAW00082224,1978-05-16,  
AW00082225,1963-09-05,MALE
NASAW00082226,1985-01-19,Male
NASAW00082227,1979-08-21,f 
NASAW00082228,1992-01-08,m
NASAW00082229,1970-09-24,m
NASAW00082230,1987-06-13,FEMALE
NASAW00082231,1961-05-27,  
NASAW00082232,1966-10-25,M
NASAW00082233,2003-02-10,FEMALE
NASAW00082234,1974-02-28,m
NASAW00082235,2000-09-29,Female
NASAW00082236,1958-02-09,
NASAW00082237,2002-06-10,m
NASAW00082238,1986-03-05,MALE
NASAW00082239,1995-04-13,MALE
NASAW00082240,1972-11-23,  
NASAW00082241,2000-06-27,  
NASAW00082242,1978-06-10,Female
NASAW00082243,2004-01-01,
NASAW00082244,1955-04-21,f 
NASAW00082245,1975-02-24,MALE
NASAW00082246,2003-09-21,Female
